date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:30:01	1361/1361	---M-Z	200	added ('OK')	image/svg+xml	etag:%22551-6089ae0c0ea7c-gzip%22	https://spacecatch.io/img/icons/youtube.svg?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/icons/youtubecbd4.svg	(from https://spacecatch.io/)
10:30:02	7239/7239	---M-Z	200	added ('OK')	image/svg+xml	etag:%221c47-6089ae0bf63da-gzip%22	https://spacecatch.io/img/icons/instagram.svg?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/icons/instagramcbd4.svg	(from https://spacecatch.io/)
10:30:03	1205/1205	---M-Z	200	added ('OK')	image/svg+xml	etag:%224b5-6089ae0bee6da-gzip%22	https://spacecatch.io/img/icons/medium.svg?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/icons/mediumcbd4.svg	(from https://spacecatch.io/)
10:30:03	2259/2259	---M-Z	200	added ('OK')	image/svg+xml	etag:%228d3-6089ae0be7979-gzip%22	https://spacecatch.io/img/icons/coinmarketcap.svg?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/icons/coinmarketcapcbd4.svg	(from https://spacecatch.io/)
10:30:05	23021/23021	---M--	200	added ('OK')	image/png	etag:%2259ed-60a4918887758%22	https://spacecatch.io/img/binance.png?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/binancecbd4.png	(from https://spacecatch.io/)
10:30:06	9983/9983	---M-Z	200	added ('OK')	image/svg+xml	etag:%2226ff-60c41e6743d95-gzip%22	https://spacecatch.io/img/certik.svg?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/certikcbd4.svg	(from https://spacecatch.io/)
10:30:06	20510866/20510866	---M--	200	added ('OK')	video/mp4	etag:%22138f892-60ae8d8becd59%22	https://spacecatch.io/video/trailer.mp4	C:/My%20Web%20Sites/spacecatch/spacecatch.io/video/trailer.mp4	(from https://spacecatch.io/)
10:30:07	16639/16639	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2240ff-6102767996a29%22	https://spacecatch.io/img/kyc-gold.svg?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/kyc-goldcbd4.svg	(from https://spacecatch.io/)
10:30:07	1957/1957	---M-Z	200	added ('OK')	image/svg+xml	etag:%227a5-60a972940397a-gzip%22	https://spacecatch.io/img/icons/info.svg?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/icons/infocbd4.svg	(from https://spacecatch.io/)
10:30:07	934/934	---M-Z	200	added ('OK')	image/svg+xml	etag:%223a6-6089ae0c60b02-gzip%22	https://spacecatch.io/img/icons/success.svg?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/icons/successcbd4.svg	(from https://spacecatch.io/)
10:30:08	1072/1072	---M-Z	200	added ('OK')	image/svg+xml	etag:%22430-6089adb4f2795-gzip%22	https://spacecatch.io/img/ellipse/1.svg?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/ellipse/1cbd4.svg	(from https://spacecatch.io/)
10:30:08	3272/3272	---M-Z	200	added ('OK')	image/svg+xml	etag:%22cc8-6089ad9c23c7e-gzip%22	https://spacecatch.io/img/symbol1.svg?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/symbol1cbd4.svg	(from https://spacecatch.io/)
10:30:08	1089421/1089421	---M--	200	added ('OK')	application/pdf	etag:%22109f8d-614521da5b355%22	https://spacecatch.io/files/certik-token-audit.pdf	C:/My%20Web%20Sites/spacecatch/spacecatch.io/files/certik-token-audit.pdf	(from https://spacecatch.io/)
10:30:09	122526/122526	---M--	200	added ('OK')	image/png	etag:%221de9e-6089ad9b6d291%22	https://spacecatch.io/img/game.png?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/gamecbd4.png	(from https://spacecatch.io/)
10:30:09	3646/3646	---M-Z	200	added ('OK')	image/svg+xml	etag:%22e3e-6089adb503136-gzip%22	https://spacecatch.io/img/ellipse/2.svg?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/ellipse/2cbd4.svg	(from https://spacecatch.io/)
10:30:09	19130/19130	---M--	200	added ('OK')	image/webp	etag:%224aba-6089ae1b434c9%22	https://spacecatch.io/img/development/ethereum-foundation.webp?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/development/ethereum-foundationcbd4.webp	(from https://spacecatch.io/)
10:30:09	4501/4501	---M-Z	200	added ('OK')	image/svg+xml	etag:%221195-6089ae1bd5c93-gzip%22	https://spacecatch.io/img/development/unity.svg?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/development/unitycbd4.svg	(from https://spacecatch.io/)
10:30:10	8299/8299	---M-Z	200	added ('OK')	image/svg+xml	etag:%22206b-6089ae1bea4b5-gzip%22	https://spacecatch.io/img/development/microsoft-azure.svg?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/development/microsoft-azurecbd4.svg	(from https://spacecatch.io/)
10:30:10	4338/4338	---M-Z	200	added ('OK')	image/svg+xml	etag:%2210f2-6089ae1ba4f50-gzip%22	https://spacecatch.io/img/development/apple-developer.svg?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/development/apple-developercbd4.svg	(from https://spacecatch.io/)
10:30:10	13830/13830	---M-Z	200	added ('OK')	image/svg+xml	etag:%223606-6089ae1bf9eb6-gzip%22	https://spacecatch.io/img/development/google-developers.svg?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/development/google-developerscbd4.svg	(from https://spacecatch.io/)
10:30:11	10227/10227	---M-Z	200	added ('OK')	image/svg+xml	etag:%2227f3-6089ae1b9a36f-gzip%22	https://spacecatch.io/img/development/yahoo-finance.svg?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/development/yahoo-financecbd4.svg	(from https://spacecatch.io/)
10:30:11	41603/41603	---M--	200	added ('OK')	image/png	etag:%22a283-5f84afd9b1f7a%22	https://spacecatch.io/img/press/bsc.png?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/press/bsccbd4.png	(from https://spacecatch.io/)
10:30:12	4203/4203	---M-Z	200	added ('OK')	image/svg+xml	etag:%22106b-6089ae1b88a2e-gzip%22	https://spacecatch.io/img/development/bloomberg.svg?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/development/bloombergcbd4.svg	(from https://spacecatch.io/)
10:30:12	6453/6453	---M--	200	added ('OK')	image/png	etag:%221935-6089ae1b9360f%22	https://spacecatch.io/img/development/bitcoin.png?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/development/bitcoincbd4.png	(from https://spacecatch.io/)
10:30:12	5868/5868	---M-Z	200	added ('OK')	image/svg+xml	etag:%2216ec-6089ae1bc04d2-gzip%22	https://spacecatch.io/img/development/aws.svg?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/development/awscbd4.svg	(from https://spacecatch.io/)
10:30:12	4818/4818	---M--	200	added ('OK')	image/png	etag:%2212d2-6089ae1b6480c%22	https://spacecatch.io/img/development/gate.png?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/development/gatecbd4.png	(from https://spacecatch.io/)
10:30:13	2681/2681	---M-Z	200	added ('OK')	image/svg+xml	etag:%22a79-6089ae1b52eca-gzip%22	https://spacecatch.io/img/development/mexc.svg?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/development/mexccbd4.svg	(from https://spacecatch.io/)
10:30:13	11495/11495	---M--	200	added ('OK')	image/png	etag:%222ce7-6089ae1b82c6e%22	https://spacecatch.io/img/development/blockchain-legal.png?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/development/blockchain-legalcbd4.png	(from https://spacecatch.io/)
10:30:13	6181/6181	---M-Z	200	added ('OK')	image/svg+xml	etag:%221825-6089ae1b7902d-gzip%22	https://spacecatch.io/img/development/pixelfield.svg?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/development/pixelfieldcbd4.svg	(from https://spacecatch.io/)
10:30:13	7410/7410	---M-Z	200	added ('OK')	image/svg+xml	etag:%221cf2-6089ae1b657ac-gzip%22	https://spacecatch.io/img/development/bitmart.svg?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/development/bitmartcbd4.svg	(from https://spacecatch.io/)
10:30:14	1157/1157	---M-Z	200	added ('OK')	image/svg+xml	etag:%22485-6089adb4ff2b6-gzip%22	https://spacecatch.io/img/ellipse/3.svg?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/ellipse/3cbd4.svg	(from https://spacecatch.io/)
10:30:14	7485/7485	---M-Z	200	added ('OK')	image/svg+xml	etag:%221d3d-6089ae0b75551-gzip%22	https://spacecatch.io/img/icons/frame-1.svg?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/icons/frame-1cbd4.svg	(from https://spacecatch.io/)
10:30:14	4941/4941	---M-Z	200	added ('OK')	image/svg+xml	etag:%22134d-6089ae0b987d4-gzip%22	https://spacecatch.io/img/icons/player.svg?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/icons/playercbd4.svg	(from https://spacecatch.io/)
10:30:15	7485/7485	---M-Z	200	added ('OK')	image/svg+xml	etag:%221d3d-6089ae0b90ad3-gzip%22	https://spacecatch.io/img/icons/frame-2.svg?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/icons/frame-2cbd4.svg	(from https://spacecatch.io/)
10:30:15	5607/5607	---M-Z	200	added ('OK')	image/svg+xml	etag:%2215e7-6089ae0ba04d4-gzip%22	https://spacecatch.io/img/icons/alien.svg?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/icons/aliencbd4.svg	(from https://spacecatch.io/)
10:30:15	7485/7485	---M-Z	200	added ('OK')	image/svg+xml	etag:%221d3d-6089ae0b87e33-gzip%22	https://spacecatch.io/img/icons/frame-3.svg?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/icons/frame-3cbd4.svg	(from https://spacecatch.io/)
10:30:16	7188/7188	---M-Z	200	added ('OK')	image/svg+xml	etag:%221c14-6089ae0bb6c36-gzip%22	https://spacecatch.io/img/icons/enemy.svg?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/icons/enemycbd4.svg	(from https://spacecatch.io/)
10:30:16	7485/7485	---M-Z	200	added ('OK')	image/svg+xml	etag:%221d3d-6089ae0b7f192-gzip%22	https://spacecatch.io/img/icons/frame-4.svg?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/icons/frame-4cbd4.svg	(from https://spacecatch.io/)
10:30:16	4821/4821	---M-Z	200	added ('OK')	image/svg+xml	etag:%2212d5-6089ae0ba9175-gzip%22	https://spacecatch.io/img/icons/invader.svg?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/icons/invadercbd4.svg	(from https://spacecatch.io/)
10:30:17	102946/102946	---M--	200	added ('OK')	image/png	etag:%2219222-6089ad9beb23a%22	https://spacecatch.io/img/adam.png?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/adamcbd4.png	(from https://spacecatch.io/)
10:30:17	139183/139183	---M--	200	added ('OK')	image/png	etag:%2221faf-6089ad9be44d9%22	https://spacecatch.io/img/chtulu.png?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/chtulucbd4.png	(from https://spacecatch.io/)
10:30:18	160308/160308	---M--	200	added ('OK')	image/png	etag:%2227234-6089ad9bc7017%22	https://spacecatch.io/img/ricinox.png?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/ricinoxcbd4.png	(from https://spacecatch.io/)
10:30:18	1089/1089	---M--	200	added ('OK')	image/svg+xml	etag:%22441-6089adb53abda%22	https://spacecatch.io/img/ellipse/4.svg?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/ellipse/4cbd4.svg	(from https://spacecatch.io/)
10:30:18	175046/175046	---M--	200	added ('OK')	image/png	etag:%222abc6-6089ad9bd5a78%22	https://spacecatch.io/img/quixight.png?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/quixightcbd4.png	(from https://spacecatch.io/)
10:30:18	80932/80932	---M--	200	added ('OK')	image/jpeg	etag:%2213c24-6109737b56b06%22	https://spacecatch.io/img/videos/preview-93.jpg?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/videos/preview-93cbd4.jpg	(from https://spacecatch.io/)
10:30:18	10967/10967	---M--	200	added ('OK')	image/jpeg	etag:%222ad7-6109737afdd20%22	https://spacecatch.io/img/videos/thomas-kralow.jpeg?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/videos/thomas-kralowcbd4.jpg	(from https://spacecatch.io/)
10:30:18	196/196	---M--	200	added ('OK')	image/svg+xml	etag:%22c4-6089ae0bdecd9%22	https://spacecatch.io/img/icons/triangle-black.svg?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/icons/triangle-blackcbd4.svg	(from https://spacecatch.io/)
10:30:19	109842/109842	---M--	200	added ('OK')	image/jpeg	etag:%221ad12-6109737b710e8%22	https://spacecatch.io/img/videos/preview-92.jpg?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/videos/preview-92cbd4.jpg	(from https://spacecatch.io/)
10:30:19	3121/3121	---M--	200	added ('OK')	image/jpeg	etag:%22c31-6109737b21f42%22	https://spacecatch.io/img/videos/coin-post.jpeg?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/videos/coin-postcbd4.jpg	(from https://spacecatch.io/)
10:30:19	85917/85917	---M--	200	added ('OK')	image/jpeg	etag:%2214f9d-60c7a0edc80a1%22	https://spacecatch.io/img/videos/preview-66.jpg?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/videos/preview-66cbd4.jpg	(from https://spacecatch.io/)
10:30:20	6839/6839	---M--	200	added ('OK')	image/jpeg	etag:%221ab7-60c7a0edee203%22	https://spacecatch.io/img/videos/beanstock.jpeg?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/videos/beanstockcbd4.jpg	(from https://spacecatch.io/)
10:30:20	141014/141014	---M--	200	added ('OK')	image/jpeg	etag:%22226d6-60c17adce213a%22	https://spacecatch.io/img/videos/preview-42.jpg?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/videos/preview-42cbd4.jpg	(from https://spacecatch.io/)
10:30:20	14400/14400	---M--	200	added ('OK')	image/jpeg	etag:%223840-60c17add95c46%22	https://spacecatch.io/img/videos/maxmar628.jpeg?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/videos/maxmar628cbd4.jpg	(from https://spacecatch.io/)
10:30:20	124991/124991	---M--	200	added ('OK')	image/jpeg	etag:%221e83f-60c17adc660d1%22	https://spacecatch.io/img/videos/preview-50.jpg?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/videos/preview-50cbd4.jpg	(from https://spacecatch.io/)
10:30:21	6430/6430	---M--	200	added ('OK')	image/jpeg	etag:%22191e-60b046f5e2aad%22	https://spacecatch.io/img/videos/bitcoin-sin-fronteras.jpeg?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/videos/bitcoin-sin-fronterascbd4.jpg	(from https://spacecatch.io/)
10:30:21	10855/10855	---M--	200	added ('OK')	image/jpeg	etag:%222a67-60997ad0df061%22	https://spacecatch.io/img/videos/kripto-sozluk.jpeg?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/videos/kripto-sozlukcbd4.jpg	(from https://spacecatch.io/)
10:30:21	138751/138751	---M--	200	added ('OK')	image/jpeg	etag:%2221dff-60c17add10f3d%22	https://spacecatch.io/img/videos/preview-39.jpg?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/videos/preview-39cbd4.jpg	(from https://spacecatch.io/)
10:30:21	1169/1169	---M--	200	added ('OK')	image/svg+xml	etag:%22491-6089adb4def14%22	https://spacecatch.io/img/ellipse/9.svg?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/ellipse/9cbd4.svg	(from https://spacecatch.io/)
10:30:22	3667/3667	---M--	200	added ('OK')	image/svg+xml	etag:%22e53-6089adb52b1d9%22	https://spacecatch.io/img/ellipse/6.svg?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/ellipse/6cbd4.svg	(from https://spacecatch.io/)
10:30:22	3295/3295	---M--	200	added ('OK')	image/svg+xml	etag:%22cdf-6089ad9c1427d%22	https://spacecatch.io/img/symbol4.svg?v=2.09	C:/My%20Web%20Sites/spacecatch/spacecatch.io/img/symbol4cbd4.svg	(from https://spacecatch.io/)
